road,education,electricity,internet,employment,poverty,votes
1,4,5,7,8,7,714
3,4,3,10,9,1,721
6,3,1,9,2,3,554
4,3,6,2,10,1,550
6,2,8,3,2,0,456
3,6,3,10,2,5,729
0,8,8,7,3,0,647
6,0,0,7,6,7,541
7,2,10,5,4,4,731
2,6,3,6,7,4,620
0,10,9,5,5,1,619
9,1,10,1,8,3,784
1,9,7,7,1,0,561
2,6,9,3,8,10,845
3,6,8,3,9,5,794
0,6,4,8,2,10,653
8,6,2,6,4,3,640
5,8,7,9,9,0,886
7,1,0,0,4,3,375
0,5,9,9,6,7,796
7,10,8,6,5,2,811
10,7,9,10,10,1,954
8,4,5,4,2,10,795
5,7,8,8,4,2,815
5,10,3,4,5,9,769
8,10,7,10,9,2,964
7,2,2,2,0,3,379
6,2,5,9,10,0,758
9,2,0,5,0,0,339
6,6,0,10,1,9,739
5,9,2,3,6,9,767
6,7,1,2,0,4,401
5,6,3,3,6,3,626
3,4,2,5,5,10,750
4,4,7,3,4,0,579
4,4,4,3,10,6,724
9,10,2,2,4,6,842
5,9,9,6,4,3,821
9,1,10,9,5,3,875
6,2,1,1,8,8,522
6,10,6,9,4,8,958
0,0,0,10,3,3,395
1,8,0,1,6,5,507
10,2,2,1,0,1,401
7,6,0,10,5,1,701
1,3,7,7,0,9,613
2,8,0,0,1,6,361
5,0,6,10,9,8,860
7,8,1,0,9,7,744
3,5,2,6,1,5,464
0,9,3,10,2,5,677
5,6,7,2,2,8,648
9,0,7,8,2,7,698
10,6,2,9,3,7,826
4,0,3,2,10,0,441
6,5,7,4,6,1,601
7,3,1,8,8,9,867
10,0,7,1,4,2,541
0,6,1,3,5,1,337
4,2,9,4,1,1,513
10,5,9,6,7,10,920
3,5,5,1,7,0,530
5,10,3,10,1,7,831
9,6,3,10,7,2,846
4,7,5,6,8,4,707
3,7,2,6,3,2,511
6,10,10,2,1,7,869
9,10,8,0,3,8,943
0,6,3,1,8,1,420
1,8,9,0,2,5,531
3,7,2,3,1,6,500
7,3,9,10,1,8,886
0,7,7,1,6,2,496
8,7,5,5,5,1,703
1,10,3,7,10,3,833
4,6,6,7,10,7,870
7,7,2,4,7,4,726
0,3,8,5,7,7,670
0,0,5,4,2,0,270
8,6,10,10,9,7,904
5,0,1,7,2,9,539
5,3,10,9,10,4,873
6,7,0,7,10,4,859
5,7,1,7,8,7,766
2,0,4,8,7,6,653
1,5,4,4,6,1,471
3,3,8,6,1,2,574
6,0,2,8,3,4,467
8,4,1,5,2,5,545
5,1,10,5,10,8,929
9,8,1,3,6,6,779
10,1,1,3,2,8,559
1,1,4,8,9,0,508
4,10,7,0,3,1,593
2,2,4,10,2,3,535
5,7,5,3,6,0,545
4,0,1,8,6,0,378
10,0,10,7,4,9,989
8,10,8,4,2,5,804
2,8,7,5,0,0,509
9,0,1,4,3,1,440
6,8,8,1,9,2,842
10,6,10,3,8,1,907
8,3,5,10,9,1,856
9,8,4,1,10,0,836
9,8,7,7,9,6,926
2,10,7,2,7,3,703
9,8,1,6,5,6,841
5,1,9,7,9,10,972
8,9,10,2,4,10,929
7,5,3,3,0,7,551
1,9,6,6,6,4,723
1,8,8,4,6,2,702
8,3,3,0,0,0,392
7,8,10,7,1,0,708
5,4,6,8,4,7,732
4,4,9,0,10,8,835
5,10,7,9,3,0,751
6,1,10,8,6,9,942
6,4,8,1,9,8,840
1,0,0,2,7,1,283
8,4,0,7,7,2,680
8,1,0,6,6,1,530
2,0,10,6,2,1,402
0,9,9,1,0,6,561
3,8,6,10,0,8,768
2,4,5,2,0,4,474
9,10,0,4,0,9,736
0,8,4,1,3,10,524
10,6,2,3,9,0,715
0,1,2,9,6,1,399
1,6,5,6,8,7,816
0,1,9,7,3,7,621
4,3,7,3,4,6,598
9,1,4,7,0,2,503
2,9,8,10,0,9,876
10,2,7,0,1,8,589
0,10,2,0,1,2,353
1,3,6,7,6,1,581
1,8,1,2,4,7,575
7,0,5,7,7,9,861
2,5,5,7,6,10,755
8,6,9,5,1,7,907
1,8,0,2,2,1,371
5,0,2,4,9,9,683
7,4,8,8,0,9,783
8,5,5,0,5,10,747
10,0,2,0,2,2,407
4,6,4,2,7,0,596
6,2,4,3,1,2,355
7,3,4,4,10,5,803
8,3,2,8,5,10,819
4,7,4,8,9,8,916
10,8,1,0,7,5,738
2,7,2,10,1,6,665
6,0,0,7,0,10,579
2,7,10,9,0,10,926
8,4,2,4,4,7,659
5,5,1,4,9,4,693
1,9,9,4,0,6,625
7,2,0,9,7,6,653
1,2,2,9,9,6,631
7,0,1,7,8,8,743
1,2,8,10,4,10,792
1,1,9,1,0,8,478
4,4,7,0,7,0,469
7,0,8,2,4,3,581
0,9,3,5,8,1,565
4,2,10,6,10,6,930
5,2,3,3,6,7,543
7,6,6,5,0,8,802
7,7,10,4,9,0,899
4,8,8,5,4,6,893
1,8,5,7,10,8,921
8,6,6,7,10,1,966
1,6,9,0,0,2,429
8,4,6,3,10,0,702
3,9,3,1,3,8,663
10,1,8,3,5,10,849
7,3,3,2,1,0,397
1,10,2,1,10,1,514
4,7,0,6,10,0,685
9,0,7,7,7,5,861
4,0,2,4,1,6,406
6,10,8,1,4,3,745
8,5,7,10,3,5,870
2,1,3,0,5,8,396
4,2,3,4,4,10,622
3,8,0,7,2,0,515
0,7,3,9,0,6,539
10,8,4,0,7,9,788
10,0,9,9,0,6,755
0,1,7,2,0,2,235
4,3,10,10,0,3,749
5,8,2,2,7,4,648
0,10,1,0,0,0,279
3,2,2,10,4,9,742
0,6,5,7,2,3,560
8,4,0,8,6,9,895
8,3,10,1,6,10,871
2,4,6,6,4,10,740
3,10,1,4,10,0,632
1,7,10,7,7,2,741
1,10,7,10,7,5,948
2,4,9,3,8,9,807
10,8,6,4,6,10,925
2,1,10,5,8,7,744
4,3,2,10,3,2,598
9,8,6,3,10,10,972
0,4,7,5,6,8,689
0,3,7,2,1,0,395
10,5,8,8,2,3,814
1,8,3,0,7,8,640
0,9,10,9,6,1,796
0,3,0,2,5,10,443
4,3,3,2,5,7,548
0,8,4,6,6,4,656
0,9,2,8,8,7,818
4,0,5,2,8,9,726
1,8,7,0,5,5,526
6,6,8,4,6,5,821
0,1,2,3,3,9,453
8,4,9,9,6,1,914
9,2,1,10,9,3,749
0,7,3,2,4,7,558
6,4,10,4,0,7,720
3,5,7,8,1,1,537
7,6,5,4,5,4,676
3,2,8,10,7,8,930
5,7,7,7,8,7,999
10,10,7,7,2,0,813
0,3,8,4,5,2,478
6,0,3,8,1,9,575
1,4,10,7,9,5,871
1,4,4,1,10,6,576
2,9,6,9,5,0,685
4,4,10,5,0,9,746
4,9,0,9,6,1,679
9,0,6,9,2,7,814
1,8,8,2,7,10,845
8,8,4,10,9,7,985
5,5,8,9,1,10,908
2,10,6,9,9,5,921
2,9,4,6,9,2,701
2,4,4,2,6,1,418
6,9,8,6,8,10,994
0,9,3,0,8,5,596
7,1,2,3,2,5,398
4,3,8,6,5,2,671
9,10,9,7,4,7,952
6,1,6,10,7,4,863
10,0,3,5,9,7,780
1,0,1,10,4,3,477
3,5,3,10,10,5,850
8,4,8,5,3,6,740
7,5,1,0,9,3,551
6,9,9,9,9,3,951
2,10,6,4,10,6,924
6,4,1,1,3,8,502
5,4,5,7,6,5,808
0,8,5,10,1,7,680
1,0,4,0,2,0,173
3,9,8,1,6,6,705
5,4,3,3,10,3,611
0,10,7,1,3,6,702
9,0,4,3,8,10,744
6,10,0,7,6,1,679
6,4,7,0,5,3,574
9,3,10,4,9,10,947
10,5,6,10,2,2,769
5,3,4,10,5,9,882
5,10,8,8,6,10,975
10,8,5,10,0,7,947
8,8,9,7,5,3,962
0,10,7,7,5,10,867
1,8,7,8,9,7,943
2,0,6,10,1,2,416
0,6,1,2,8,0,385
4,7,5,0,7,10,735
5,7,0,8,4,10,825
5,8,5,6,2,5,711
9,9,3,8,8,2,884
6,1,10,3,9,10,946
9,4,0,2,0,4,425
5,2,10,4,4,9,805
4,4,8,3,4,10,767
6,1,5,1,10,8,737
0,4,7,6,2,3,441
6,1,4,2,2,6,443
3,2,10,1,9,3,718
5,8,2,10,8,3,866
9,10,1,2,9,4,773
1,0,7,1,10,1,516
10,4,1,2,1,4,576
10,10,1,8,8,6,906
1,2,4,10,6,1,495
10,6,3,4,6,7,808
10,2,7,10,5,9,973
3,9,0,5,4,9,719
3,6,4,0,7,4,527
8,9,10,4,2,8,964
1,6,1,9,10,0,579
0,1,9,3,2,8,611
9,9,9,5,10,7,960
0,1,4,10,1,2,446
8,9,10,1,0,2,698
2,10,8,8,6,10,910
6,9,0,9,7,2,703
1,7,7,6,7,7,839
5,7,2,6,2,5,669
1,0,10,9,2,2,521
4,6,2,1,6,9,585
1,5,5,8,0,10,646
6,1,8,10,10,1,834
2,6,3,2,6,0,360
3,7,1,1,3,5,486
1,8,1,4,2,7,530
1,7,10,6,1,9,732
9,2,0,3,2,3,434
9,5,9,1,1,6,800
6,6,1,5,4,1,561
9,4,0,0,2,0,374
9,3,1,4,7,0,528
0,7,2,7,6,9,646
4,0,4,1,0,9,477
8,9,5,3,6,0,752
6,3,7,4,0,10,726
4,3,5,5,7,0,559
1,1,0,0,9,8,494
4,2,4,4,6,6,663
6,2,9,7,7,1,739
5,7,9,1,9,2,724
1,6,6,6,1,5,522
8,8,2,0,10,8,892
2,1,0,3,4,7,397
0,7,7,7,8,3,796
4,0,6,3,2,10,581
4,0,4,7,10,1,614
2,10,5,7,9,5,882
8,1,1,4,8,5,619
6,8,1,7,1,6,675
5,6,5,0,3,8,649
10,8,4,9,0,6,854
1,5,6,6,7,4,676
8,0,5,5,8,5,722
0,5,9,8,9,2,682
7,10,10,3,7,2,864
8,8,10,0,0,0,537
0,3,5,2,7,4,418
8,3,9,3,6,6,824
10,9,0,3,1,10,835
4,9,10,6,3,7,848
8,3,10,3,3,5,780
9,10,3,8,6,3,875
5,5,6,4,4,5,596
10,3,6,4,2,9,784
10,3,6,8,10,0,873
2,3,1,0,8,10,498
3,8,7,9,8,8,972
0,7,10,5,3,4,653
1,5,8,9,5,5,753
9,10,9,4,0,7,928
0,2,9,5,3,10,675
3,0,3,4,4,2,444
7,0,8,5,9,10,966
0,7,8,4,9,10,901
0,0,3,6,5,9,563
4,5,10,0,3,9,730
2,3,5,3,6,7,668
10,9,0,6,1,10,823
4,0,3,0,3,4,316
1,7,6,7,2,3,611
7,2,7,7,5,7,756
7,5,8,1,3,6,763
3,2,3,10,9,3,770
5,0,1,6,9,0,472
2,2,7,8,4,1,537
10,9,7,5,9,2,929
8,8,10,3,5,4,892
6,6,8,6,2,8,809
5,1,9,6,9,6,835
2,3,8,9,4,9,798
7,0,4,5,0,3,508
7,2,0,7,9,2,545
3,6,0,4,6,10,756
1,7,10,2,4,7,741
5,7,0,7,5,8,808
1,8,2,9,10,10,952
9,5,3,7,9,9,939
8,2,5,4,7,3,590
1,10,2,4,0,4,490
7,4,7,6,1,10,766
0,5,10,5,1,0,457
10,3,4,10,10,7,1000
3,0,7,3,1,8,451
3,2,2,7,8,2,585
9,5,2,4,5,6,683
9,9,9,9,8,5,932
8,3,10,10,8,6,939
9,5,2,8,10,10,931
1,3,2,10,7,7,677
4,3,7,5,6,5,706
1,9,1,0,8,5,576
8,3,8,8,9,0,804
3,1,2,10,5,7,647
4,2,3,8,9,1,609
6,1,9,8,4,7,764
0,8,5,4,0,1,449
8,6,5,7,8,4,876
7,1,8,4,9,5,793
4,6,1,3,3,1,436
6,9,9,8,4,9,950
1,9,1,0,4,4,384
10,3,5,10,5,1,782
10,7,0,4,8,1,668
6,10,3,6,2,6,825
1,1,7,2,10,1,549
3,0,1,10,4,8,528
7,8,7,7,7,8,997
1,1,9,4,9,4,658
5,1,4,7,10,7,758
8,10,1,5,0,1,562
9,6,0,9,2,1,579
5,10,3,2,10,7,848
9,7,10,3,8,6,904
7,1,0,6,7,7,670
4,3,9,3,1,0,521
8,7,9,8,10,5,985
10,0,3,2,0,4,488
9,3,8,6,7,5,906
10,6,1,3,3,5,613
6,3,2,5,6,0,451
7,7,8,10,10,6,925
2,6,1,7,2,0,436
0,1,6,1,4,5,389
2,8,5,1,9,5,651
6,2,4,5,5,6,576
3,6,9,2,3,7,711
1,3,8,6,3,1,546
1,0,5,9,9,4,671
2,4,4,3,3,7,599
10,3,4,3,8,5,800
0,1,1,10,10,3,528
0,9,2,0,8,3,539
8,5,4,5,4,8,799
0,2,1,6,10,0,445
7,2,7,7,0,1,504
6,4,7,6,5,9,862
1,8,0,8,2,6,627
2,0,3,3,0,6,259
3,7,7,7,3,3,703
5,10,1,8,2,0,607
7,1,10,6,9,8,950
10,5,7,7,3,10,936
0,5,0,7,2,7,501
10,1,8,2,8,7,791
1,3,3,8,6,0,469
0,1,3,9,9,0,498
5,10,3,0,3,7,643
2,7,6,8,9,7,987
10,9,2,1,2,7,714
3,4,7,10,3,2,688
4,7,4,2,0,0,424
2,1,7,1,9,0,441
5,2,9,3,9,3,751
2,5,1,7,0,6,485
5,0,5,9,0,5,561
9,0,7,0,3,3,486
4,1,10,3,4,7,584
8,2,6,0,1,9,522
10,1,7,9,4,10,971
8,10,4,1,8,0,707
10,7,5,7,3,7,908
1,7,5,6,9,3,751
3,3,2,9,10,10,862
0,1,3,0,10,2,370
8,5,5,10,10,2,886
8,10,1,0,10,1,658
3,7,6,7,4,9,827
4,0,8,1,3,5,539
10,1,8,7,1,10,803
1,8,1,7,8,9,797
5,1,7,1,7,0,554
3,6,2,0,10,0,506
10,2,3,6,7,1,599
5,5,1,6,9,8,774
6,0,4,9,2,3,565
1,1,0,0,5,7,261
2,4,5,4,8,3,627
3,6,10,5,2,1,551
10,9,1,0,4,3,643
4,10,1,1,7,3,590
2,9,1,5,4,1,525
4,4,6,7,0,9,687
6,7,4,2,8,7,835
4,2,7,6,0,2,506
8,6,8,7,8,5,937
6,2,7,7,4,0,532
9,2,5,0,1,3,425
9,6,0,9,4,3,715
8,8,7,1,1,9,792
2,4,10,2,4,6,658
5,1,7,0,6,7,554
0,7,4,1,0,10,512
5,3,7,10,4,8,869
2,9,4,7,0,10,735
10,7,2,3,0,9,763
2,0,0,6,2,2,285
6,6,10,9,0,2,736
8,9,7,9,8,4,984
1,4,4,7,0,5,481
1,3,8,9,10,3,727
9,0,4,1,1,5,453
2,5,5,10,7,5,795
8,7,6,3,4,3,714
1,9,8,0,10,7,841
10,4,10,5,9,3,978
5,1,2,3,5,5,527
4,8,7,1,5,7,741
6,3,6,10,0,7,711
4,2,3,5,3,2,370
6,6,7,8,0,1,641
2,9,9,10,8,5,929
8,3,8,4,7,4,765
5,2,3,3,5,6,523
10,3,10,6,8,1,859
8,8,3,7,3,3,766
7,10,1,9,6,4,896
8,1,0,4,10,8,717
6,1,9,8,8,3,831
0,4,1,2,5,2,315
5,3,10,3,7,1,650
0,0,0,0,6,9,410
4,5,1,1,5,6,520
10,1,5,1,5,8,627
4,10,5,0,10,9,840
1,4,7,3,10,8,705
1,3,3,3,5,4,367
9,5,3,10,6,5,867
9,2,4,2,2,7,623
6,1,10,8,0,2,664
2,7,2,2,8,3,628
0,4,10,7,6,6,747
3,2,1,0,4,2,271
0,1,3,1,6,4,323
1,6,9,6,8,9,976
5,0,5,1,10,4,598
3,10,5,4,6,5,754
2,3,2,2,7,9,584
6,1,8,10,2,7,729
6,9,1,10,4,3,802
4,6,4,7,1,4,573
7,10,9,10,10,0,917
6,8,10,2,1,5,687
7,0,6,3,3,6,567
2,9,4,6,0,10,718
10,9,5,0,4,3,747
10,3,9,1,8,8,834
7,5,10,8,5,5,883
1,8,9,1,2,10,697
1,1,1,7,0,7,458
4,10,8,5,2,8,830
1,10,6,8,7,5,845
8,0,6,0,10,2,543
4,3,7,8,3,7,688
10,0,9,5,0,5,697
3,7,2,10,8,9,913
3,3,0,0,0,1,148
5,3,9,10,7,4,896
5,5,4,2,6,6,658
5,2,3,3,2,7,527
4,5,4,7,0,8,657
10,10,5,6,10,3,942
1,9,9,3,5,10,816
6,0,8,5,0,0,429
5,9,9,8,5,6,990
0,4,1,5,5,2,433
8,10,10,1,7,9,916
0,2,1,10,2,7,555
1,1,10,10,2,9,748
9,8,3,2,0,8,738
1,2,0,10,8,7,576
5,9,0,9,3,2,629
9,10,0,2,7,2,675
3,0,4,0,5,2,373
5,6,3,4,6,1,573
5,4,3,8,7,5,823
4,5,9,8,2,10,882
2,1,3,8,2,10,624
1,1,1,3,7,1,283
0,9,2,1,5,5,541
4,9,2,5,2,8,768
8,5,10,8,4,10,995
9,6,7,7,3,2,735
9,9,8,2,2,9,931
6,0,9,10,2,2,730
0,2,7,0,9,1,389
5,4,6,4,0,4,564
9,0,7,8,6,5,768
1,7,0,3,4,3,473
2,10,0,7,7,3,702
4,6,6,1,5,4,653
7,6,9,2,9,8,922
0,10,0,8,0,0,407
9,1,8,6,2,7,788
4,2,3,6,8,10,813
1,5,7,5,2,5,589
10,2,2,6,10,9,941
7,7,8,8,4,5,963
9,4,9,10,1,3,822
6,6,5,9,7,8,994
4,10,4,5,0,2,619
3,9,10,4,7,9,974
7,6,3,8,0,5,702
1,2,2,6,9,9,744
2,7,10,4,9,1,691
2,0,5,0,9,5,550
2,8,9,10,8,2,931
7,10,8,8,3,8,933
2,10,5,9,8,0,788
6,7,9,7,0,0,676
4,0,6,2,5,2,421
10,10,1,0,9,5,804
6,5,4,7,2,9,847
2,8,8,3,7,1,594
10,7,6,3,5,1,695
7,1,1,7,10,4,768
3,7,9,3,5,9,905
9,9,10,7,5,3,940
1,0,10,1,7,6,529
9,7,10,9,4,4,917
6,5,2,0,2,10,614
8,4,4,3,4,8,717
5,9,10,8,5,3,931
5,1,4,0,4,1,394
9,3,6,2,4,0,510
10,0,10,9,0,8,914
5,3,5,4,6,2,616
7,3,7,9,10,3,910
7,7,7,8,10,4,974
3,6,9,6,8,10,940
5,5,10,10,9,5,947
4,5,10,3,6,0,684
4,6,3,1,3,0,401
1,7,8,7,6,1,747
5,0,5,8,6,8,712
10,5,2,10,1,10,892
9,1,1,4,6,7,638
0,8,6,5,3,10,719
3,5,10,6,7,1,739
6,10,8,3,9,1,906
7,3,3,5,6,4,680
4,6,7,8,0,6,679
8,8,9,1,2,4,693
4,7,4,6,4,7,679
3,10,6,4,5,0,564
3,6,7,3,8,8,862
2,5,8,10,1,3,622
6,0,6,4,7,1,553
3,4,10,3,0,10,728
8,9,9,1,10,0,777
6,6,0,1,0,4,321
8,1,10,2,8,10,873
7,7,3,5,5,3,678
5,10,4,7,3,0,703
1,1,8,7,10,2,669
0,6,8,3,5,9,740
1,4,2,7,8,2,534
9,9,10,8,10,7,982
0,6,4,6,3,4,561
1,5,3,6,8,2,560
1,6,1,0,5,4,379
0,3,10,5,3,1,479
2,3,0,7,5,0,397
7,3,0,6,3,0,434
3,7,8,2,4,2,589
10,2,6,0,1,5,473
0,5,2,4,2,2,386
6,9,7,7,1,5,811
9,10,7,0,10,4,866
5,6,8,1,1,5,551
2,6,10,3,2,7,674
5,1,10,8,6,7,907
0,9,3,10,7,3,680
6,6,7,5,3,8,807
5,1,1,7,3,4,550
0,1,8,2,6,6,534
5,6,3,8,7,0,704
9,6,7,1,1,5,667
4,9,4,0,5,3,613
8,1,7,10,7,5,878
2,5,5,6,10,6,815
9,6,3,6,4,4,784
4,4,10,7,5,10,924
4,10,6,10,2,1,723
9,8,1,8,3,3,832
2,7,2,9,6,3,672
9,5,2,8,5,9,854
10,3,10,3,0,0,608
5,0,1,7,10,5,698
7,4,10,8,3,1,748
4,7,10,0,0,7,680
6,4,0,8,1,6,624
8,1,0,9,2,9,612
2,1,9,8,6,9,845
2,9,5,5,2,5,586
1,4,4,10,7,4,762
3,1,10,4,10,2,740
3,0,5,9,6,2,500
3,6,4,6,7,1,705
9,8,1,2,3,3,547
4,9,7,3,5,7,755
0,3,8,9,10,4,800
1,2,10,6,7,9,862
6,5,7,3,5,6,733
7,1,0,8,0,6,492
9,9,10,10,6,6,903
2,0,5,9,4,3,533
3,0,0,4,4,5,315
10,2,3,2,1,9,637
8,6,0,0,2,0,350
2,0,10,10,4,4,689
10,8,9,0,0,2,658
6,2,4,4,3,9,738
4,1,1,3,1,7,455
4,6,0,8,7,8,734
4,0,7,3,3,1,488
1,5,2,4,3,10,541
10,10,8,7,6,1,932
4,10,8,7,6,7,948
2,3,4,5,5,4,548
6,0,1,5,9,8,695
7,0,6,6,0,1,487
3,1,3,9,5,3,528
2,3,1,8,0,1,420
1,6,7,7,3,7,696
1,8,9,2,6,0,599
7,10,7,8,10,5,974
3,3,2,10,3,3,539
3,8,3,3,5,9,751
1,6,7,0,1,6,521
10,9,8,3,3,6,924
1,3,6,8,10,1,701
9,7,10,2,10,9,976
1,7,3,0,0,1,197
1,0,8,9,5,10,835
10,6,0,6,5,8,825
9,0,1,7,6,2,642
4,1,9,10,5,10,934
3,2,5,5,7,8,785
4,9,6,5,2,10,884
4,3,2,7,7,10,783
10,5,6,1,9,1,757
8,1,10,2,0,6,663
3,3,3,4,3,4,418
10,7,7,3,4,3,875
5,7,7,7,3,9,876
9,6,3,0,7,8,686
6,8,7,9,10,5,932
0,5,9,9,10,8,955
0,8,6,6,6,0,614
10,1,4,10,9,3,917
3,3,0,4,6,10,629
9,5,10,1,2,7,734
7,7,5,6,0,1,632
6,5,3,6,9,1,695
2,1,7,1,8,6,662
4,0,3,0,6,2,395
4,6,6,10,5,9,899
10,1,2,10,0,2,568
5,4,2,6,2,1,514
2,7,9,1,7,9,844
3,6,0,7,9,7,747
3,8,0,9,9,4,779
0,4,2,5,0,9,499
10,6,4,9,7,3,905
1,10,3,9,2,3,612
8,4,5,4,10,4,763
7,6,9,8,9,5,988
5,9,8,8,3,0,770
2,6,9,8,5,4,772
9,9,7,5,5,6,955
2,2,3,4,5,0,380
1,9,2,3,0,10,562
1,1,8,3,2,1,443
6,7,8,10,0,9,944
7,2,10,7,3,10,919
8,1,4,2,8,3,621
8,8,1,8,4,2,724
1,5,10,9,1,0,611
7,2,8,6,1,4,670
2,6,6,5,5,8,728
6,9,5,2,5,5,725
1,1,0,3,9,7,451
10,9,6,3,6,8,970
4,1,6,9,9,8,887
3,7,10,10,2,3,737
1,5,9,5,9,6,788
4,7,6,3,7,10,794
6,6,2,1,5,8,650
4,5,3,10,4,5,689
3,6,9,7,8,8,912
7,2,8,6,5,10,890
9,3,3,6,2,4,654
1,5,3,2,2,2,301
9,5,4,10,1,9,887
10,0,7,3,8,2,683
10,8,4,5,9,1,844
8,10,7,6,9,7,946
3,1,6,3,6,3,434
6,4,5,6,3,6,654
7,7,2,2,8,9,845
3,2,6,8,2,3,619
5,9,5,4,1,4,695
7,8,6,0,6,5,754
2,9,5,5,1,1,504
9,1,10,5,3,4,808
0,7,1,2,10,6,666
4,2,10,4,5,0,504
3,5,0,1,0,7,301
4,4,7,1,10,1,700
10,8,9,7,10,0,937
1,2,2,10,9,9,691
8,2,3,6,1,8,635
9,0,3,7,6,2,631
10,6,0,8,1,1,580
8,10,10,6,7,4,981
2,9,9,2,6,8,783
0,9,9,5,0,3,593
10,9,10,5,10,1,943
2,0,8,7,8,10,798
8,1,2,0,3,9,515
0,0,8,8,0,5,468
10,0,7,8,5,0,718
5,4,0,2,7,4,509
2,2,9,3,6,1,512
2,2,9,9,1,9,714
10,6,6,2,10,8,890
3,3,7,10,8,2,769
2,10,2,4,7,3,678
4,3,2,2,10,9,696
7,3,1,0,7,1,390
3,10,3,9,6,4,801
10,1,1,5,7,6,663
1,6,6,9,5,5,798
1,8,6,2,1,8,611
4,6,1,8,6,3,637
3,6,4,8,8,7,873
10,7,4,4,5,6,837
8,4,9,1,9,1,742
10,3,3,7,10,4,901
7,4,6,1,5,3,568
0,3,4,8,5,6,560
5,9,6,10,10,8,962
8,8,9,1,7,1,772
10,6,6,3,10,1,904
5,9,2,0,4,1,491
5,2,3,2,0,6,358
1,5,6,10,10,8,909
9,7,9,10,4,3,954
4,2,2,1,2,3,246
6,8,7,4,5,0,683
2,1,9,6,7,9,744
2,8,0,1,6,6,501
10,5,9,4,6,9,981
1,8,0,5,9,5,673
10,5,4,3,1,1,504
8,7,6,0,4,10,794
6,3,3,0,6,2,467
0,5,9,10,10,1,895
1,1,5,2,10,3,475
8,4,0,5,8,3,609
7,10,5,8,5,0,898
2,3,2,6,8,0,436
0,1,3,8,9,7,621
5,1,6,6,2,9,698
0,2,9,6,4,0,477
5,0,7,6,9,0,659
5,9,5,10,0,5,870
4,6,3,6,3,0,519
10,7,10,7,8,0,971
6,2,9,7,8,5,842
0,5,6,4,0,0,338
10,10,9,1,1,8,968
9,1,9,3,1,3,610
10,4,6,7,0,6,748
7,7,6,9,8,3,902
1,4,3,6,8,1,467
4,7,6,0,4,0,497
8,10,3,9,4,6,958
3,6,1,10,9,10,908
3,1,3,10,9,4,717
7,3,9,5,2,2,572
6,4,2,2,4,9,646
2,2,7,6,8,10,824
0,3,1,9,1,7,454
1,10,1,3,3,6,481
0,2,5,5,4,4,446
4,0,6,10,3,3,567
3,1,1,2,4,3,266
6,8,5,3,4,0,632
2,2,5,4,6,5,532
10,4,3,1,3,1,530
7,5,4,0,3,10,740
6,9,4,0,4,6,678
6,1,4,1,1,7,505
5,0,0,7,10,4,585
10,4,9,5,10,8,934
2,7,9,4,7,7,841
2,7,4,0,10,4,594
1,10,8,9,8,3,947
3,8,8,7,8,9,907
3,4,9,5,5,0,606
4,1,4,0,7,7,538
5,1,7,9,8,9,941
10,5,5,7,1,3,738
5,2,2,8,6,4,555
6,6,2,4,3,9,675
9,0,7,7,0,2,600
7,5,0,4,0,7,533
0,7,8,1,1,2,351
0,7,3,5,8,10,798
2,3,6,4,2,9,605
8,7,8,8,6,4,889
10,4,1,9,0,10,778
5,8,6,2,8,9,880
3,9,2,5,9,9,832
0,0,7,5,3,8,534
2,10,7,7,10,7,962
10,6,10,6,0,3,839
3,10,2,5,9,9,855
0,6,9,1,4,6,610
9,2,10,3,3,4,722
7,3,1,8,10,3,731
3,3,4,7,2,4,544
6,0,8,10,7,5,863
3,4,4,9,0,9,675
8,1,4,9,3,10,829
6,8,0,0,0,3,390
10,8,2,9,8,5,968
5,6,8,2,3,6,706
7,7,1,7,3,10,841
10,4,10,5,0,1,749
6,0,0,2,9,1,440
0,10,10,9,9,5,992
7,2,7,8,9,10,906
9,8,8,0,0,2,600
8,10,9,3,4,10,947
6,2,2,1,9,6,596
0,6,8,2,0,2,461
5,9,2,8,7,0,711
9,10,7,10,10,6,970
6,8,8,8,8,1,887
7,6,8,9,1,4,831
3,3,3,4,7,9,603
0,8,6,4,3,7,716
2,6,4,1,6,5,542
5,3,7,2,0,4,537
2,9,4,2,0,2,437
2,5,2,6,3,9,625
0,8,3,0,6,3,414
4,1,2,5,5,5,519
1,7,1,7,6,5,595
5,8,3,9,5,5,862
6,10,2,4,5,9,922
8,2,2,8,0,1,492
7,2,1,7,10,2,681
2,7,9,7,5,7,890
6,1,2,8,5,4,529
5,7,1,9,1,9,793
7,9,3,3,6,4,716
2,3,6,5,7,9,799
0,6,4,7,3,8,659
1,6,6,0,5,6,588
10,0,1,0,10,1,574
5,7,2,3,4,1,505
8,5,9,4,8,8,981
2,3,4,7,4,6,550
9,7,9,1,0,1,595
4,0,8,6,3,5,619
9,3,1,5,5,4,598
3,2,2,4,3,2,383
7,5,5,1,6,2,613
3,1,6,9,3,7,669
3,3,1,6,1,8,475
9,9,5,2,1,1,586
0,5,2,3,7,5,492
1,4,0,0,1,9,328
1,3,1,1,9,0,302
0,7,4,6,8,2,633
10,4,4,4,1,2,583
9,5,8,2,6,2,766
7,1,3,1,2,0,346
10,8,6,8,8,7,984
9,4,10,6,0,0,621
10,2,6,9,6,2,746
2,2,0,7,7,4,546
6,8,9,9,7,6,910
